kategori,sumber,nama,detail,alamat,kecamatan,kabupaten,lat,lon
madrasah,madrasah,MI Swasta,mi Tarbiyatul islam,,,,-7.98809000035,111.99645
madrasah,madrasah,MI Swasta,MI RAUDLATUL ULUM,,,,-7.12292000036,112.97944
madrasah,madrasah,MI Swasta,MIMA WRINGINAGUNG III,,,,-8.20534000044,113.39563
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.19486999985,113.37202
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.20752000045,113.36665
madrasah,madrasah,MI Swasta,MID Nurul Ulum,,,,-7.11319000042,112.97489
madrasah,madrasah,MI Swasta,MID Darussalam,,,,-7.10219000037,112.97944
madrasah,madrasah,MI Swasta,MID Miftahul Ulum,,,,-7.11151000029,112.98011
madrasah,madrasah,MI Swasta,MID Nurul Hikmah,,,,-7.11634999955,112.99177
madrasah,madrasah,MI Swasta,MID Mambaul Ilmi Wal Hikam,,,,-7.10367000027,112.99971
madrasah,madrasah,MA Swasta,MTS Roudlatul Mustarsyidin,,,,-7.11069000024,113.01029
madrasah,madrasah,MI Swasta,MI,,,,-7.13436999958,113.33207
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-7.12378000045,112.98849
madrasah,madrasah,MI Swasta,MI AL KAUTSAR,,,,-8.10966999977,113.82276
madrasah,madrasah,MTs Swasta,Mts Darul huda,,,,-8.00806999993,114.41376
madrasah,madrasah,MA Swasta,MA Darul  Huda,,,,-8.00784000012,114.4138
madrasah,madrasah,MI Swasta,MI,,,,-6.93956000009,114.02552
madrasah,madrasah,MI Swasta,MI An-nur,,,,-7.19365999981,113.10341
madrasah,madrasah,MI Swasta,madrasah darul falah,,,,-8.17197999988,113.23802
madrasah,madrasah,MI Swasta,mi sabilus salam,,,,-7.07912000039,113.33137
madrasah,madrasah,MI Swasta,MI. SIROJUT THOLIBIN 1,,,,-7.06355000003,113.42632
madrasah,madrasah,MI Swasta,gedung MI nurul hasani,,,,-7.75403000028,113.4956
madrasah,madrasah,MI Swasta,MI Badril Huda,,,,-7.75783000015,113.70401
madrasah,madrasah,MI Swasta,BATAS SLS 16,,,,-7.15275999957,112.4141
madrasah,madrasah,MTs Swasta,MTs An-nur,,,,-7.19363000022,113.10362
madrasah,madrasah,MTs Swasta,MTs. AS SIROJIYAH,,,,-7.06350000042,113.4262
madrasah,madrasah,MTs Swasta,MTs. SIROJUT THOLIBIN,,,,-7.06435000005,113.4267
madrasah,madrasah,MTs Swasta,MTs Badril Huda,,,,-7.75783000015,113.70401
madrasah,madrasah,MA Swasta,MA. SIROJUT THOLIBIN,,,,-7.06332000022,113.42598
madrasah,madrasah,MI Swasta,10008,,,,-7.17594999969,113.47842
madrasah,madrasah,MI Swasta,MI NURUL IMAN,,,,-7.77770999962,113.49582
madrasah,madrasah,MI Swasta,MI Nurul Huda,,,,-7.66130000029,114.04211
madrasah,madrasah,MTs Swasta,MTs NURUL IMAN,,,,-7.77747000024,113.4961
madrasah,madrasah,MTs Swasta,MTs Nurul Huda,,,,-7.66128000027,114.042
madrasah,madrasah,MI Swasta,MI MAMBAUL ULUM,,,,-6.93755000003,113.45798
madrasah,madrasah,MI Swasta,MI MUTIARA BANGSA,,,,-6.94325000029,113.45472
madrasah,madrasah,MI Swasta,MI SWASTA,,,,-7.04723999973,112.46407
madrasah,madrasah,MI Swasta,MI Riyadlul Qori`in,,,,-8.20126999981,113.65299
madrasah,madrasah,MI Swasta,MI Ponpes Miftahul Ulum,,,,-7.94770000025,113.39934
madrasah,madrasah,MI Swasta,MI NURUL HUDA,,,,-7.07467999978,112.48554
madrasah,madrasah,MTs Swasta,pondokan kyai lanceng,,,,-8.20097999993,113.65246
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL ULUM,,,,-7.94778000035,113.39908
madrasah,madrasah,MI Swasta,MI Al Hidayah Siki,,,,-8.19945000042,111.51076
madrasah,madrasah,MI Swasta,MI,,,,-7.06745000002,113.33222
madrasah,madrasah,MI Swasta,MI HIDAYATUL MUBTADIIN,,,,-8.36414000036,113.6493
madrasah,madrasah,MTs Swasta,MTs GUPPI Dongko cabang Worawari,,,,-8.20159999974,111.50916
madrasah,madrasah,MA Swasta,MA Nurul Huda Siki,,,,-8.20165999981,111.50911
madrasah,madrasah,MA Swasta,mA,,,,-7.07065999966,113.32024
madrasah,madrasah,MI Negeri,MIN NEGERI 01,,,,-7.32458000007,112.7961
madrasah,madrasah,MI Swasta,MI. As salafiyah,,,,-7.0245199997,113.5494
madrasah,madrasah,MI Swasta,madrasah diniyah miftahud sudur,,,,-7.12389000012,113.30208
madrasah,madrasah,MI Swasta,madrasah nahdlatul mahrom,,,,-7.12303000003,113.31084
madrasah,madrasah,MI Swasta,mi alfalah,,,,-7.16668000028,111.64501
madrasah,madrasah,MI Swasta,Madrasah miftahul ulum,,,,-7.08949000016,112.80101
madrasah,madrasah,MI Swasta,MI MIFTAHUL HIKMAH KRENGIH,,,,-7.66682000034,112.80341
madrasah,madrasah,MI Swasta,MIM Ulum Islamiyah,,,,-6.88716000013,112.05076
madrasah,madrasah,MI Swasta,SEKOLAHAN,,,,-8.07982999965,113.24281
madrasah,madrasah,MTs Negeri,MTSN 3 SURABAYA,,,,-7.32456999961,112.79611
madrasah,madrasah,MTs Negeri,Mts N Tuban,,,,-6.88755000013,112.05198
madrasah,madrasah,MTs Swasta,MTs As salafiyah,,,,-7.0245199997,113.5494
madrasah,madrasah,MTs Swasta,MTS.MUHAMMADIYAH 04 GEMBUK,,,,-8.21156999996,111.21204
madrasah,madrasah,MA Swasta,MA. As salafiyah,,,,-7.0245199997,113.5494
madrasah,madrasah,MI Negeri,MI MANSURIYAH,,,,-6.88976000042,113.34658
madrasah,madrasah,MI Swasta,MI TARBIYATUL WATHON,,,,-7.07607999959,112.52448
madrasah,madrasah,MI Swasta,Mi Alhikmah Ngareskidul,,,,-7.45448000005,112.35685
madrasah,madrasah,MI Swasta,Madrasah diniyah,,,,-7.11059999969,113.59807
madrasah,madrasah,MI Swasta,MI DARUSSALAM TUGU,,,,-7.26372999984,112.35978
madrasah,madrasah,MI Swasta,MI ISLAMIYAH TUGU,,,,-7.26352999961,112.36038
madrasah,madrasah,MTs Swasta,MTs TARBIYATUL WATHON,,,,-7.0761300001,112.52464
madrasah,madrasah,MTs Swasta,Mts MAARIF NU TUBAN,,,,-6.89955000043,112.0777
madrasah,madrasah,MTs Swasta,Mts-SA DARUSSALAM,,,,-7.77449999997,113.33929
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM KARANG ANOM,,,,-8.14357000006,113.63477
madrasah,madrasah,MI Swasta,10008,,,,-7.14768000003,112.79085
madrasah,madrasah,MI Swasta,10008,,,,-7.14515999983,112.79177
madrasah,madrasah,MI Swasta,10008,,,,-7.14601999992,112.79269
madrasah,madrasah,MI Swasta,10008,,,,-7.14897999973,112.79562
madrasah,madrasah,MI Swasta,mi al maarif,,,,-6.92969999956,113.36595
madrasah,madrasah,MI Swasta,mi almarzuki,,,,-6.92568000033,113.36676
madrasah,madrasah,MI Swasta,Madrasah Diniyah Tanwirul Amal,,,,-7.17165999971,112.72241
madrasah,madrasah,MI Swasta,MI al muslihun 2,,,,-8.12899000039,112.20373
madrasah,madrasah,MTs Swasta,MTs. NURUL ULUM,,,,-7.18753999997,112.39513
madrasah,madrasah,MTs Swasta,10008,,,,-7.1489599997,112.79195
madrasah,madrasah,MI Swasta,MI KH.MOHAMMAD SAID,,,,-8.13191000015,112.73964
madrasah,madrasah,MI Swasta,MI Miftahul Ulum,,,,-7.78898999999,114.22895
madrasah,madrasah,MI Swasta,MI AL MUBTADIIN,,,,-6.95442999964,113.68415
madrasah,madrasah,MI Swasta,mi tarbiyatul atfal,,,,-6.9123899999,113.28646
madrasah,madrasah,MTs Swasta,MTs Miftahul  Ulum,,,,-7.78915000017,114.22889
madrasah,madrasah,MTs Swasta,mts nazhatul mutaallimin,,,,-6.90896,113.27964
madrasah,madrasah,MTs Swasta,mts tarbiyatul atfal,,,,-6.9123899999,113.28649
madrasah,madrasah,MA Swasta,MA Miftahul Ulum,,,,-7.78917999976,114.22888
madrasah,madrasah,MA Swasta,ma nazhatul mutaallimin,,,,-6.90896,113.27966
madrasah,madrasah,MA Swasta,MA tarbiyatul atfal,,,,-6.91242000038,113.28647
madrasah,madrasah,MI Swasta,mi sananul huda,,,,-8.11729999999,112.42612
madrasah,madrasah,MI Swasta,MI HIDAYATUL ISLAMIYAH,,,,-7.17965000035,112.30466
madrasah,madrasah,MI Swasta,MI Riyadlotul Uqul,,,,-7.92490000013,111.95734
madrasah,madrasah,MTs Swasta,MTS RAUDLOTUL MUTA`ALIMIN,,,,-7.79611000008,113.20746
madrasah,madrasah,MTs Swasta,MTS Sunan Muria,,,,-7.92486999965,111.95734
madrasah,madrasah,MTs Swasta,infrastruktur 3,,,,-7.28145000042,112.80262
madrasah,madrasah,MI Swasta,MI NURUL ULUM GENCENG,,,,-7.18817999981,112.39988
madrasah,madrasah,MI Swasta,PONPES SIROJUT THOLIBIN,,,,-7.19047999975,112.39523
madrasah,madrasah,MI Swasta,sekolah,,,,-7.03900000015,113.59125
madrasah,madrasah,MI Swasta,infrastruktur 2,,,,-7.59507000018,112.28021
madrasah,madrasah,MI Swasta,MI TARBIYATUL ISLAMIYAH,,,,-7.77889999964,113.16981
madrasah,madrasah,MTs Swasta,sekolah,,,,-7.03900000015,113.59127
madrasah,madrasah,MTs Swasta,MTS AL HIKMAH,,,,-7.29289999964,112.32724
madrasah,madrasah,MA Swasta,SMA Sabilillah,,,,-7.20221999975,113.23539
madrasah,madrasah,MTs Swasta,Pondok pesantren konzul ulum,,,,-7.61785000028,111.5359
madrasah,madrasah,MA Swasta,Pondok pesantren konzul ulum,,,,-7.61783999982,111.53588
madrasah,madrasah,MI Swasta,MIM GEMBUK II,,,,-8.20791999981,111.21444
madrasah,madrasah,MTs Swasta,Mts nabatusalam,,,,-8.48602999968,114.10854
madrasah,madrasah,MI Swasta,MI.Tarbiyatul Fata,,,,-7.11356000039,113.58657
madrasah,madrasah,MI Swasta,Madrasah miftahul ulum,,,,-7.11781999989,113.4915
madrasah,madrasah,MI Swasta,MI BAHRIYATUL PALAH,,,,-7.12432999973,113.49382
madrasah,madrasah,MA Swasta,MA AL MUNAWWAROH,,,,-7.18142999969,112.35322
madrasah,madrasah,MI Negeri,Infrastruktur,,,,-8.13683999997,112.42401
madrasah,madrasah,MI Swasta,MI Darul Ulum Nglumber,,,,-7.18054999958,112.10005
madrasah,madrasah,MI Swasta,MI darul huda,,,,-7.88223000011,111.96464
madrasah,madrasah,MI Swasta,MI,,,,-6.94260999955,112.86372
madrasah,madrasah,MTs Swasta,MTS Darul Huda,,,,-8.08298999969,112.3291
madrasah,madrasah,MTs Swasta,gedung MTS,,,,-7.01523000026,112.29728
madrasah,madrasah,MI Swasta,MADRASAH DINIAH DARUL HIKMAH,,,,-7.07654999968,113.16256
madrasah,madrasah,MI Swasta,MI. NURUL HASANAH,,,,-7.91256999991,113.39477
madrasah,madrasah,MI Swasta,MI DARUSSALAM,,,,-7.63552000035,112.02562
madrasah,madrasah,MI Swasta,sekolah,,,,-7.09577999975,113.36866
madrasah,madrasah,MTs Swasta,MTS DARUSSALAM,,,,-7.63554999993,112.02553
madrasah,madrasah,MTs Swasta,Pesantren Ar-Riyadloh,,,,-7.2832200002,112.66924
madrasah,madrasah,MA Swasta,MA Ar.Rosyid,,,,-7.28406999983,112.66879
madrasah,madrasah,MI Swasta,MADRASAH DINIYAH ZAINUL ISLAM,,,,-7.02551000039,113.67367
madrasah,madrasah,MI Swasta,MI Mambaul Ulum,,,,-7.76395999955,113.70806
madrasah,madrasah,MI Swasta,MI M0FTAHUL ULUM,,,,-7.45499000019,112.37644
madrasah,madrasah,MTs Swasta,MTs.Nyai H.Ashfiyah,,,,-7.28394000013,112.66858
madrasah,madrasah,MI Swasta,MI bahrul-ulum,,,,-7.18848000015,113.38094
madrasah,madrasah,MI Swasta,MI Swasta,,,,-7.8110900002,113.38806
madrasah,madrasah,MI Swasta,MI miftahul ulum,,,,-7.17844000031,113.39038
madrasah,madrasah,MI Swasta,Sekolah,,,,-7.56638000004,112.66444
madrasah,madrasah,MTs Swasta,Sekolah,,,,-7.5663899996,112.66436
madrasah,madrasah,MA Swasta,Sekolah,,,,-7.56650999974,112.66435
madrasah,madrasah,MA Swasta,MA MIFTAHUL MIDAD,,,,-8.12161,113.23449
madrasah,madrasah,MI Swasta,MI Al-Ma`had Raudlatul Huda,,,,-7.15194000043,111.83808
madrasah,madrasah,MI Swasta,MI darussalam,,,,-8.17378000015,112.628
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL MIDAD,,,,-8.12146999984,113.23478
madrasah,madrasah,MA Swasta,SMA ma`arif 1 terrak,,,,-7.18686999965,113.39914
madrasah,madrasah,MI Swasta,landmark 2,,,,-8.18650000037,111.11247
madrasah,madrasah,MI Swasta,MI fatania,,,,-7.71315000007,113.52257
madrasah,madrasah,MI Swasta,pendidikan,,,,-7.80540999997,113.37996
madrasah,madrasah,MTs Swasta,mts nurul iman,,,,-8.10463999984,111.04239
madrasah,madrasah,MTs Swasta,mts miftahul huda,,,,-7.69987999966,112.64503
madrasah,madrasah,MI Swasta,minu bululawang,,,,-8.07811999994,112.64421
madrasah,madrasah,MI Swasta,MIM 10 TLOGOSADANG,,,,-6.88580999993,112.444
madrasah,madrasah,MI Swasta,MI MUHAJIRIN,,,,-7.23480999988,112.76619
madrasah,madrasah,MI Swasta,mi yapendawa bendorejo,,,,-8.10051000004,111.75711
madrasah,madrasah,MTs Swasta,MTS MUHAJIRIN,,,,-7.23484999993,112.76609
madrasah,madrasah,MI Swasta,MI Nurul Ulum 1,,,,-7.09811999974,113.23083
madrasah,madrasah,MI Swasta,MI Nurul Hidayah,,,,-7.0966999999,113.23592
madrasah,madrasah,MI Swasta,MTS kemuning,,,,-8.05071000037,111.26464
madrasah,madrasah,MI Swasta,mi miftahul ulum,,,,-6.9927800001,113.60117
madrasah,madrasah,MI Swasta,M I NURUL HUDA 1 (10008),,,,-8.26914000001,114.28883
madrasah,madrasah,MTs Swasta,Mts Darut thalibin,,,,-7.13044000001,113.55423
madrasah,madrasah,MA Swasta,MA Darut thalibin,,,,-7.13046000003,113.55425
madrasah,madrasah,MA Swasta,SEKOLAHAN,,,,-7.96075999997,111.42801
madrasah,madrasah,MI Swasta,MI islamiyah,,,,-7.84875000031,113.48963
madrasah,madrasah,MTs Swasta,MTs AL-MARDLIYYAH,,,,-6.93443000004,113.5395
madrasah,madrasah,MI Swasta,MI Islamiyah Kedungsari,,,,-7.34428999978,111.91162
madrasah,madrasah,MTs Swasta,Mts Al Mubarok,,,,-7.76918999972,113.63301
madrasah,madrasah,MA Swasta,MA NURUL IMAN,,,,-7.13575999982,113.3088
madrasah,madrasah,MI Swasta,Madin Putra Miftahul Ulum,,,,-7.74876999964,112.90406
madrasah,madrasah,MI Swasta,MI.Raudlatul Ulum,,,,-6.9858699998,113.54096
madrasah,madrasah,MI Swasta,MI.nurul ulum,,,,-6.98625000024,113.5477
madrasah,madrasah,MI Swasta,Mi Subulusalam blawe,,,,-7.65383000025,112.13011
madrasah,madrasah,MTs Swasta,MTs ABU AMR,,,,-7.74730999976,112.90447
madrasah,madrasah,MTs Swasta,Madin Wustho Putri,,,,-7.74884000017,112.90433
madrasah,madrasah,MTs Swasta,MTs Abu Amr 2,,,,-7.74693000022,112.90515
madrasah,madrasah,MA Swasta,MA ABU AMR,,,,-7.74876999964,112.90406
madrasah,madrasah,MTs Swasta,MTs Raudlatul Huda,,,,-7.15153999997,111.83727
madrasah,madrasah,MI Negeri,sekolah,,,,-7.77550999979,111.51457
madrasah,madrasah,MI Swasta,MI,,,,-7.16260999965,113.22904
madrasah,madrasah,MI Swasta,MI Miftahul huda,,,,-7.7409600001,111.83249
madrasah,madrasah,MA Swasta,SEKOLAH,,,,-6.8966499998,112.34247
madrasah,madrasah,MI Swasta,Madrasah,,,,-7.66015000032,112.87828
madrasah,madrasah,MI Swasta,MADROSAH IBTIDAIYAH MIFTAHUL ULUM,,,,-8.05314000001,113.36834
madrasah,madrasah,MTs Swasta,MTs Al Amiriyah,,,,-7.31436000001,111.91986
madrasah,madrasah,MA Swasta,MA nurul hidayah,,,,-7.81345000022,113.40037
madrasah,madrasah,MI Swasta,Sekolahan,,,,-7.97738000019,113.22368
madrasah,madrasah,MI Swasta,sekolah,,,,-7.76795999965,111.51877
madrasah,madrasah,MTs Negeri,sekolah,,,,-7.76797000012,111.51875
madrasah,madrasah,MTs Swasta,Sekolahan,,,,-7.97734000014,113.22381
madrasah,madrasah,MA Swasta,Sekolahan,,,,-7.97728999963,113.22365
madrasah,madrasah,MA Swasta,MA PSM TANJUNGANOM,,,,-7.63776999979,112.03568
madrasah,madrasah,MI Swasta,MI,,,,-7.63097000007,111.45642
madrasah,madrasah,MI Swasta,MI DARUSSALAM 01,,,,-8.3037400002,113.48725
madrasah,madrasah,MI Swasta,10008,,,,-7.44984999968,111.45542
madrasah,madrasah,MI Swasta,Mi an -najahiyyah,,,,-8.28753000001,114.31617
madrasah,madrasah,MI Swasta,mi manba`ul `ulum (10008),,,,-8.11247000029,112.0393
madrasah,madrasah,MTs Swasta,MTsN Manba`ul `ulum (10012),,,,-8.11247999985,112.04013
madrasah,madrasah,MA Swasta,PESANTREN,,,,-6.89602999998,112.34207
madrasah,madrasah,MI Negeri,MI NURUL ISLAM KOTA,,,,-8.13425000014,113.22348
madrasah,madrasah,MI Swasta,UNSFRASTRUKTUR,,,,-7.30647000039,112.10136
madrasah,madrasah,MI Swasta,infrastruktur,,,,-8.19997999968,112.62512
madrasah,madrasah,MI Swasta,yayasan AL IKHLAS,,,,-7.90975000026,113.94825
madrasah,madrasah,MTs Swasta,Infrastruktur,,,,-8.19966999977,112.62451
madrasah,madrasah,MI Swasta,MIM 24 Panemon,,,,-7.2949099997,111.92344
madrasah,madrasah,MI Swasta,MI.Raudlatul ulum,,,,-7.79857999977,113.41779
madrasah,madrasah,MI Swasta,yayasan miftahul ulum,,,,-8.00256000034,113.90356
madrasah,madrasah,MI Swasta,MI.NUR AZIS,,,,-7.75881000038,113.2252
madrasah,madrasah,MI Swasta,MI AL HUDA,,,,-8.12885999979,112.02916
madrasah,madrasah,MI Swasta,MI SAMBIGEDE,,,,-8.20859000013,112.3436
madrasah,madrasah,MTs Swasta,MTs. Nahdhatul Ulum,,,,-6.91639999956,113.53816
madrasah,madrasah,MI Swasta,MI SUNAN AMPEL,,,,-7.4198700003,112.27289
madrasah,madrasah,MI Swasta,Gedung Sekolah Mi,,,,-8.1921300001,112.60691
madrasah,madrasah,MI Swasta,MI Al Ihsan,,,,-8.16284999973,112.67531
madrasah,madrasah,MTs Swasta,Gedung Sekolah,,,,-8.1921300001,112.6069
madrasah,madrasah,MTs Swasta,MTs Al Ihsan,,,,-8.16325000019,112.67473
madrasah,madrasah,MI Swasta,Pendidikan Madrasah Diniah,,,,-7.88524000043,113.16528
madrasah,madrasah,MI Swasta,MI Darul Ulum,,,,-8.19453999972,113.83429
madrasah,madrasah,MI Swasta,Sekolah,,,,-7.08311999959,113.79885
madrasah,madrasah,MI Swasta,MIM 12 CENTINI,,,,-7.02906999998,112.22304
madrasah,madrasah,MA Swasta,MA Islamiyah Syafi`iyah,,,,-7.72994000003,113.526
madrasah,madrasah,MI Swasta,MI Miftahul Ulum,,,,-8.01597999958,113.83223
madrasah,madrasah,MI Swasta,M I Attamimi,,,,-7.7789100001,113.62872
madrasah,madrasah,MTs Swasta,Mts. Nurul Ulum,,,,-7.20406999963,113.25112
madrasah,madrasah,MTs Swasta,MTs. Nurus Salam,,,,-8.01607999969,113.83246
madrasah,madrasah,MTs Swasta,Madrasah Miftahul ulum,,,,-6.89611000008,113.2691
madrasah,madrasah,MA Swasta,MA Nurul Ulum,,,,-7.20416999975,113.25091
madrasah,madrasah,MI Swasta,MI MUAWANAH,,,,-7.56049000001,112.36335
madrasah,madrasah,MI Swasta,MI Darussalam,,,,-7.42662000041,112.41722
madrasah,madrasah,MI Swasta,Sekolahan MI Tribhakti,,,,-7.67616000028,112.56799
madrasah,madrasah,MI Swasta,MI Hidayatul Falah,,,,-7.75307000008,111.48353
madrasah,madrasah,MI Swasta,MIHS LATEK,,,,-7.06350000042,112.26575
madrasah,madrasah,MTs Swasta,MTs DARUL MUAWANAH,,,,-7.56059999969,112.36398
madrasah,madrasah,MA Swasta,MA DARUL MUAWANAH,,,,-7.56059999969,112.364
madrasah,madrasah,MI Swasta,MADRASAH,,,,-7.73823999968,112.98997
madrasah,madrasah,MI Swasta,Sekolah,,,,-6.91134000004,111.92286
madrasah,madrasah,MI Swasta,MI Syafi`iyah,,,,-7.78775000036,113.52352
madrasah,madrasah,MTs Swasta,MTs Nurul Barokah,,,,-7.73981999969,113.73344
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM IV,,,,-8.01915999963,113.40905
madrasah,madrasah,MI Swasta,MI Fathus Salafi Tanjung Rejo,,,,-7.65410999968,114.04272
madrasah,madrasah,MI Swasta,MDT Al-Istikmal,,,,-6.92390000008,114.05073
madrasah,madrasah,MI Swasta,MI Manbaul Huda,,,,-7.11958999968,112.59089
madrasah,madrasah,MTs Swasta,MTs Fathus Salafi Tanjung Rejo,,,,-7.65379000021,114.04241
madrasah,madrasah,MTs Swasta,MTs Al-Istikmal,,,,-6.92351000009,114.05024
madrasah,madrasah,MA Swasta,MA Fathus Salafi Tanjung Rejo,,,,-7.654,114.04244
madrasah,madrasah,MI Negeri,sekolahan,,,,-8.03212000014,112.31693
madrasah,madrasah,MI Swasta,MI Nurul Falah,,,,-8.16327000021,113.14846
madrasah,madrasah,MI Swasta,Madrasah diniyah ula nurul huda,,,,-8.05047000009,111.88652
madrasah,madrasah,MI Swasta,SEKOLAHAN,,,,-7.08454999988,112.29081
madrasah,madrasah,MTs Swasta,Mts Yasundana,,,,-7.15673000009,112.85464
madrasah,madrasah,MTs Swasta,MTs Bustanul Ulum II,,,,-6.95224999984,113.59838
madrasah,madrasah,MA Swasta,MA yasundana,,,,-7.15658000037,112.85454
madrasah,madrasah,MI Swasta,INFRASTRUKTUKTUR,,,,-8.10586000034,112.21999
madrasah,madrasah,MI Swasta,MI DARUL HUDA,,,,-7.78841999978,113.22831
madrasah,madrasah,MI Swasta,Madin Putri,,,,-7.74543000029,112.90617
madrasah,madrasah,MI Swasta,MI Raudlatun Nasyiin,,,,-6.92919999988,113.94677
madrasah,madrasah,MI Swasta,MI Bustanul Ulum,,,,-6.95230999991,113.59829
madrasah,madrasah,MI Swasta,MI Raudlatun Nasyiin,,,,-6.92919999988,113.94677
madrasah,madrasah,MI Swasta,MI Mansyaul Huda,,,,-7.00649999968,112.3219
madrasah,madrasah,MI Swasta,MI Darul Ulum,,,,-7.0289099998,112.74652
madrasah,madrasah,MI Swasta,Yayasan Pendidikan Islam,,,,-7.75175999992,113.38311
madrasah,madrasah,MI Swasta,Batas Rt. 03 Rw. 07,,,,-8.15627999982,112.13196
madrasah,madrasah,MI Swasta,MI Wali Sanga II,,,,-7.8265200004,113.29116
madrasah,madrasah,MI Swasta,SDMI . ISLAMIYAH,,,,-8.2506499999,113.31418
madrasah,madrasah,MTs Swasta,MTS Al Hikmah,,,,-7.7099999996,111.86393
madrasah,madrasah,MI Swasta,MI Manbaul Huda,,,,-8.23978000045,114.32189
madrasah,madrasah,MI Swasta,MI,,,,-7.88416999965,111.51101
madrasah,madrasah,MI Swasta,MI 03 Karang rejo,,,,-8.22369999995,113.48106
madrasah,madrasah,MI Swasta,MI WASILATUT TAQWA,,,,-7.10244999977,112.5033
madrasah,madrasah,MI Swasta,M.I MIFTAHUR ROHMAN,,,,-7.88923000006,111.40018
madrasah,madrasah,MI Swasta,MI Raudatul Ulum,,,,-6.89582999975,113.56132
madrasah,madrasah,MTs Swasta,Mts al ishlah,,,,-8.43083999967,114.32768
madrasah,madrasah,MTs Swasta,MTs. MUHAMMADIYAH 10,,,,-7.10246000023,112.50329
madrasah,madrasah,MTs Swasta,MTs. AHMAD DAHLAN,,,,-7.88929000013,111.40021
madrasah,madrasah,MA Negeri,SMA NEGERI 1 JATIROTO,,,,-8.13447999995,113.32629
madrasah,madrasah,MA Swasta,MA AHMAD DAHLAN,,,,-7.88923999963,111.4002
madrasah,madrasah,MI Swasta,TAMAN PENDIDIKAN AL-QUR`AN,,,,-7.21662999967,112.4252
madrasah,madrasah,MI Swasta,MI MISBAHUL HUDA,,,,-7.70767000007,113.51118
madrasah,madrasah,MI Swasta,Infrastruktur,,,,-8.13045000027,112.30871
madrasah,madrasah,MTs Swasta,Mts Isma`ily,,,,-7.70442000038,113.51087
madrasah,madrasah,MA Negeri,MAN 3 TAMBAKBERAS,,,,-7.51790999965,112.23687
madrasah,madrasah,MA Swasta,MA ADDURRIYAH,,,,-7.09499999975,113.53755
madrasah,madrasah,MI Swasta,MI,,,,-7.62682000024,112.80158
madrasah,madrasah,MI Swasta,M.I MIFTAHUR ROHMAN,,,,-7.88923000006,111.40018
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.65607000013,112.60629
madrasah,madrasah,MI Swasta,MI TARBIYATUL ATHFAL,,,,-7.11049999958,112.24857
madrasah,madrasah,MTs Swasta,MTs Al Husen,,,,-7.09140000011,113.54121
madrasah,madrasah,MA Swasta,Madrasah Aliyah Salafiyah Prambontergayang,,,,-7.09661000025,111.92376
madrasah,madrasah,MA Swasta,MA AL-MISRI,,,,-8.24691999966,113.56966
madrasah,madrasah,MI Swasta,MI Al Falah II,,,,-7.08914999977,113.5366
madrasah,madrasah,MI Swasta,MI Al Falah II,,,,-7.08914999977,113.5366
madrasah,madrasah,MTs Negeri,MTSN MUDEL,,,,-7.0407000003,113.55616
madrasah,madrasah,MTs Swasta,MTS,,,,-7.92352999991,113.22866
madrasah,madrasah,MI Swasta,MI MA`ARIF,,,,-7.95201999982,112.61866
madrasah,madrasah,MTs Swasta,Mts Ash shiddiqi,,,,-7.13440000006,113.49355
madrasah,madrasah,MI Swasta,MADRASAH DINIYAH NURUL MAKRIFAH,,,,-8.00199000014,113.94745
madrasah,madrasah,MTs Swasta,MTS SA ARROHMAN,,,,-7.17284000017,112.22218
madrasah,madrasah,MI Negeri,MIN BLAWIREJO,,,,-7.17220999989,112.22254
madrasah,madrasah,MI Swasta,MI Alhuda Bonggah,,,,-7.61855999974,111.8922
madrasah,madrasah,MI Swasta,MI ilhamul hasan,,,,-7.79565000045,113.56911
madrasah,madrasah,MI Swasta,MI ilhamul hasan,,,,-7.79565000045,113.56911
madrasah,madrasah,MI Swasta,MI ilhamul hasan,,,,-7.79565000045,113.56911
madrasah,madrasah,MI Swasta,yayasan sendang pelan,,,,-7.13304999986,113.85697
madrasah,madrasah,MTs Swasta,yayasan sendang pelan,,,,-7.13298000023,113.85701
madrasah,madrasah,MTs Swasta,MTS NAHDLATUL ULAMA,,,,-8.20436999978,112.58789
madrasah,madrasah,MA Swasta,yayasan sendang pelan,,,,-7.13302000027,113.857
madrasah,madrasah,MI Swasta,MIS,,,,-7.93699000009,113.22825
madrasah,madrasah,MI Swasta,MI ISLAMIYAH,,,,-8.26292999962,114.25333
madrasah,madrasah,MI Swasta,MI Al Azhar,,,,-8.15695000014,112.66772
madrasah,madrasah,MTs Negeri,Infrastruktur,,,,-8.13714999987,112.42127
madrasah,madrasah,MA Swasta,MA wali songo,,,,-7.19977000009,112.04778
madrasah,madrasah,MI Swasta,MI Swasta,,,,-6.89765999961,113.61225
madrasah,madrasah,MI Swasta,MI Swasta(10008),,,,-6.8938700002,113.61877
