kategori,sumber,nama,detail,alamat,kecamatan,kabupaten,lat,lon
madrasah,madrasah,MI Swasta,MI As - SIDDIQ,,,,-7.74289999964,111.99961
madrasah,madrasah,MTs Swasta,mts laju kidul,,,,-6.96876999994,111.74516
madrasah,madrasah,MI Swasta,Sekolah,,,,-7.02418999977,112.49796
madrasah,madrasah,MI Swasta,MI,,,,-8.06917,111.40559
madrasah,madrasah,MI Swasta,MIS MIFTAHUL HUDA,,,,-7.82145000042,113.99972
madrasah,madrasah,MI Swasta,MI,,,,-7.39362999982,112.62899
madrasah,madrasah,MTs Swasta,madrasah tsanawiyah,,,,-7.87903000003,111.46359
madrasah,madrasah,MA Swasta,MA NURUL JANNAH,,,,-6.90189000042,115.43436
madrasah,madrasah,MA Swasta,madrasah aliyah,,,,-7.87876999974,111.46352
madrasah,madrasah,MI Swasta,tpq,,,,-7.39280999978,112.62222
madrasah,madrasah,MI Swasta,Sekolah,,,,-6.93044999997,113.95741
madrasah,madrasah,MI Swasta,MI KHAIRIYATUL AMIEN,,,,-8.24561999996,113.63777
madrasah,madrasah,MI Swasta,madrasah,,,,-6.9847799999,113.3389
madrasah,madrasah,MI Swasta,Sekolah,,,,-6.93322999956,113.97008
madrasah,madrasah,MTs Swasta,Sekolah,,,,-6.93332000012,113.97001
madrasah,madrasah,MI Swasta,MI NURUL HUDA,,,,-7.82823999968,113.99137
madrasah,madrasah,MI Swasta,Sekolah,,,,-6.93190999985,113.98624
madrasah,madrasah,MTs Swasta,SEKOLAHAN MTS ROUDHOTU SYIFA`,,,,-8.18812000044,112.42251
madrasah,madrasah,MTs Swasta,MTS NURUL HUDA,,,,-7.82815999958,113.99112
madrasah,madrasah,MI Swasta,madrasah,,,,-6.98256999961,113.34629
madrasah,madrasah,MI Swasta,MI AL-QOIRIYAH,,,,-7.06593000007,111.94505
madrasah,madrasah,MI Swasta,MI Walisongo,,,,-7.23447000039,111.9278
madrasah,madrasah,MI Swasta,MI Walisongo,,,,-7.66506000012,112.28508
madrasah,madrasah,MI Swasta,MI Ibtidaiyah,,,,-7.63041000032,111.54613
madrasah,madrasah,MI Swasta,MI SUNAN GIRI 02,,,,-8.18712000019,112.43208
madrasah,madrasah,MTs Swasta,madrasah,,,,-6.98251000044,113.34639
madrasah,madrasah,MTs Swasta,MTS AL-MISRI,,,,-8.24676999994,113.56965
madrasah,madrasah,MA Swasta,sekolah,,,,-6.98249999997,113.34641
madrasah,madrasah,MI Swasta,TPQ DAN MADRASAH DINIYAH,,,,-8.10040999992,111.88381
madrasah,madrasah,MI Swasta,sekolah,,,,-8.11036000011,111.77615
madrasah,madrasah,MTs Swasta,TK Babus salam,,,,-6.89744000026,115.4342
madrasah,madrasah,MTs Swasta,MTs nurul jannah,,,,-6.9018700004,115.43435
madrasah,madrasah,MA Swasta,sekolah,,,,-8.11255999994,111.77208
madrasah,madrasah,MTs Swasta,Sekolahan,,,,-7.09616000018,113.00707
madrasah,madrasah,MA Swasta,MI/MTs/MA HIDAYATUL AMIN,,,,-7.06480999968,115.704
madrasah,madrasah,MI Swasta,MI Nurul Islam,,,,-7.56486999965,112.76868
madrasah,madrasah,MI Swasta,madrasah bahrul ulum,,,,-6.90212000024,113.43644
madrasah,madrasah,MI Swasta,MID As Syukuriyyah,,,,-7.02127000001,112.82587
madrasah,madrasah,MI Swasta,yayasan pendidikan islam al basyir,,,,-6.90518999972,113.44127
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-7.53937000003,112.25492
madrasah,madrasah,MI Swasta,Madrasah Diniyah,,,,-7.70500999971,113.08756
madrasah,madrasah,MI Swasta,MI RAUDLATUL JANNAH,,,,-8.33935999976,113.83139
madrasah,madrasah,MI Swasta,MI RAULATUL ULUM,,,,-7.90175000006,112.60481
madrasah,madrasah,MTs Swasta,mts ypm,,,,-7.42324000013,112.68088
madrasah,madrasah,MI Swasta,MI Nurul Anwar,,,,-6.97915999973,113.15937
madrasah,madrasah,MI Swasta,MADDIN AR-RAHMAAN,,,,-8.15656000014,111.38784
madrasah,madrasah,MI Swasta,MI TARBOYATUL AULAD,,,,-7.57619000007,112.24838
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL HUDA,,,,-7.07822999981,112.85289
madrasah,madrasah,MI Swasta,MIM 4 NGESONG,,,,-6.8823899996,112.24582
madrasah,madrasah,MI Swasta,MI WARU 1,,,,-7.35735999996,112.73755
madrasah,madrasah,MI Swasta,Mi Al Mukminin,,,,-7.57705999972,112.1677
madrasah,madrasah,MI Swasta,MI HIDAYATUT THOLIBIN,,,,-7.21914999987,111.87565
madrasah,madrasah,MTs Swasta,MTS,,,,-7.17600999976,112.0733
madrasah,madrasah,MI Swasta,MI Hidayatul Muridin,,,,-7.6138700002,112.02432
madrasah,madrasah,MI Swasta,Madin Almuttaqin,,,,-7.71126999971,112.03875
madrasah,madrasah,MI Swasta,Insfrastruktur,,,,-6.89925999965,112.32435
madrasah,madrasah,MI Swasta,BATAS 1 RT 2 RW 6,,,,-7.57489000037,112.23531
madrasah,madrasah,MI Swasta,madin albusyro,,,,-7.71715999973,112.03651
madrasah,madrasah,MI Swasta,Yayasan,,,,-7.69946000008,112.90268
madrasah,madrasah,MTs Swasta,PONPES AL IZZAH,,,,-7.54292000006,112.34629
madrasah,madrasah,MA Swasta,MA Plus An Nur,,,,-7.6138700002,112.02432
madrasah,madrasah,MA Swasta,MA hidayatul falah,,,,-7.58924000023,112.42476
madrasah,madrasah,MI Swasta,Sekolah MI Al-Asyhar,,,,-6.89984000032,112.16932
madrasah,madrasah,MI Swasta,MI,,,,-7.50610999958,112.52714
madrasah,madrasah,MI Swasta,MI Roudlotul Hidayah,,,,-6.98424999974,112.87435
madrasah,madrasah,MTs Swasta,Sekolah,,,,-7.14035999971,112.00694
madrasah,madrasah,MTs Swasta,SMP ICM,,,,-7.43052999996,112.68235
madrasah,madrasah,MTs Swasta,Asrama Pondok putra ICM,,,,-7.43059999959,112.68293
madrasah,madrasah,MTs Swasta,Pondok Putra SMP ICM,,,,-7.43061999961,112.683
madrasah,madrasah,MTs Swasta,MTS ROUDLOTUL HIDAYAH,,,,-6.98420999969,112.87446
madrasah,madrasah,MA Swasta,MA IBNU HAJAR,,,,-7.21937000013,111.87562
madrasah,madrasah,MA Swasta,MA Al Muhsiniyah,,,,-6.98424999974,112.87441
madrasah,madrasah,MI Swasta,MI NURUL IMAN,,,,-7.31984999958,111.27605
madrasah,madrasah,MI Swasta,MI Al MA`ARIF 1 Margomulyo,,,,-8.18622000005,112.25779
madrasah,madrasah,MI Swasta,MI Perwanida Blitar,,,,-8.09890000043,112.17801
madrasah,madrasah,MI Swasta,MI Darussalam karanglo,,,,-7.63717999956,112.28655
madrasah,madrasah,MI Swasta,PONPES HAFIDZ AL WASILAH PUTRI,,,,-7.58885000023,111.39866
madrasah,madrasah,MI Swasta,PONPES HAFIDZ AL WASILAH PUTRA,,,,-7.58914999967,111.39779
madrasah,madrasah,MI Swasta,Yayasan pendidikan Alhusna Waziyaadah,,,,-7.02231999987,113.86986
madrasah,madrasah,MI Swasta,MD Nurul iman,,,,-7.58351000039,111.94351
madrasah,madrasah,MTs Swasta,MTs. annajahiyyah,,,,-8.2869599998,114.31402
madrasah,madrasah,MTs Swasta,MTS kebunrejo,,,,-8.36634000019,114.15761
madrasah,madrasah,MA Swasta,MA kebunrejo,,,,-8.36609000035,114.15737
madrasah,madrasah,MI Swasta,MI tarbiyatul islamiyah,,,,-7.64794000023,112.81773
madrasah,madrasah,MI Swasta,MI AL ISLAH,,,,-6.94048000025,113.41097
madrasah,madrasah,MI Swasta,MI NURUL MUTTAQIN,,,,-6.91967000017,111.66836
madrasah,madrasah,MTs Negeri,MTs YKHS SEPULU,,,,-6.89609000005,112.95268
madrasah,madrasah,MTs Swasta,mts al falah,,,,-7.84740000011,113.22675
madrasah,madrasah,MA Swasta,MA Nurul Wujud,,,,-6.89527000001,113.53975
madrasah,madrasah,MI Swasta,MI DERUT TAUBAH SUMBER PANDAN,,,,-6.95635000005,113.42328
madrasah,madrasah,MTs Swasta,MTS Al-Muttaqin,,,,-7.64611999994,112.91883
madrasah,madrasah,MI Swasta,Lembaga Pendidikan,,,,-6.8681300003,112.33639
madrasah,madrasah,MI Swasta,MI MIFTAHUL.ULUM 11,,,,-7.0268300001,113.46892
madrasah,madrasah,MI Swasta,mi nasyiatul ulum 1,,,,-6.99971999998,113.59041
madrasah,madrasah,MI Swasta,MI. Haji Hasyim,,,,-7.24821999955,112.62915
madrasah,madrasah,MI Swasta,MI Muawwanah,,,,-7.61992999997,112.44258
madrasah,madrasah,MI Swasta,MIT Bhakti Ibu,,,,-7.65184999978,111.53211
madrasah,madrasah,MI Swasta,mi miftahul ulum 1,,,,-6.99481999974,113.59712
madrasah,madrasah,MTs Swasta,mts nasyiatul ulum 1,,,,-6.99973000044,113.5903
madrasah,madrasah,MI Swasta,mi nurul islam 3,,,,-7.00207000043,113.58202
madrasah,madrasah,MI Swasta,MI Miftahul Huda,,,,-7.84582999965,113.24376
madrasah,madrasah,MI Swasta,mi nurul islam 2,,,,-7.00671000037,113.58011
madrasah,madrasah,MI Swasta,Mi babul ulum minian,,,,-7.02057999967,113.4646
madrasah,madrasah,MI Swasta,MI Nurul Jadid,,,,-7.77642000038,113.8026
madrasah,madrasah,MTs Swasta,MTs Miftahul Huda,,,,-7.84582999965,113.24376
madrasah,madrasah,MTs Swasta,mts nurul islam 2,,,,-7.00671000037,113.58011
madrasah,madrasah,MTs Swasta,MTs Nurul jadid,,,,-7.77624000018,113.80399
madrasah,madrasah,MA Swasta,MA Miftahul Huda,,,,-7.84584000012,113.24377
madrasah,madrasah,MA Swasta,MA Nurul Jadid,,,,-7.77632999983,113.80386
madrasah,madrasah,MI Swasta,MI Darul Hikmah Rt. 06,,,,-7.92168999959,113.82509
madrasah,madrasah,MI Swasta,MI Bahjatul Ulum,,,,-7.84828000022,113.2495
madrasah,madrasah,MI Swasta,MI Guppi Ngancar,,,,-7.37244999977,111.37103
madrasah,madrasah,MTs Swasta,MTs Bahjatul Ulum,,,,-7.84816000008,113.24947
madrasah,madrasah,MA Swasta,MA. Bahjatul Ulum,,,,-7.84803000038,113.24863
madrasah,madrasah,MI Swasta,MI Islamiyah,,,,-7.39931999962,112.63793
madrasah,madrasah,MTs Swasta,RA nurul fatah,,,,-6.85588000016,115.27195
madrasah,madrasah,MTs Swasta,MTs SALAFIYAH,,,,-7.49706999998,112.68693
madrasah,madrasah,MA Negeri,man 1 madiun,,,,-7.65428999988,111.52366
madrasah,madrasah,MA Swasta,MA SALAFOYAH,,,,-7.49704999996,112.68687
madrasah,madrasah,MI Swasta,Mi Riyadul Muhtadin Nyeknyi,,,,-7.02410999968,113.47851
madrasah,madrasah,MI Swasta,Madrasah Raudhatul Ulum,,,,-7.04169999966,113.81619
madrasah,madrasah,MI Swasta,MI. Al-Hilal,,,,-7.0023899999,113.74422
madrasah,madrasah,MTs Swasta,MTs Riyadul Muhtadin Nyeknyi,,,,-7.02416000018,113.47852
madrasah,madrasah,MTs Swasta,Mts AL-FATAH,,,,-7.58333000018,111.39787
madrasah,madrasah,MTs Swasta,mts Miftahul Huda,,,,-7.59585000018,112.68192
madrasah,madrasah,MA Swasta,MA Al-Husaini Nyeknyi,,,,-7.02406000007,113.47808
madrasah,madrasah,MA Swasta,MA AL-FATAH,,,,-7.58337000023,111.3975
madrasah,madrasah,MI Negeri,MIN 4 Ponorogo,,,,-7.83640000006,111.38797
madrasah,madrasah,MI Swasta,MI. Al-Falah,,,,-6.99930999996,113.73804
madrasah,madrasah,MI Swasta,MI Kesemen,,,,-7.39448999991,112.63851
madrasah,madrasah,MI Swasta,MI Raudlatul Hikmah,,,,-6.9231699997,112.88774
madrasah,madrasah,MTs Swasta,Sekolahan,,,,-7.17393000007,113.19144
madrasah,madrasah,MI Swasta,Mi fathul ulum,,,,-7.14484999993,112.74638
madrasah,madrasah,MI Swasta,yayasan ponpes az-zainiyah,,,,-7.14423999968,112.75071
madrasah,madrasah,MI Swasta,10006,,,,-7.66541999963,112.14283
madrasah,madrasah,MI Swasta,batas5,,,,-7.13173000014,111.9322
madrasah,madrasah,MI Swasta,MI Tarbiyatul Atfal 1 Berca,,,,-7.03300000045,113.46193
madrasah,madrasah,MI Swasta,MI Tarbiyatul Atfal Berca,,,,-7.03463000007,113.4615
madrasah,madrasah,MI Swasta,MI Miftahul Ulum,,,,-7.16167999993,113.02638
madrasah,madrasah,MI Swasta,MI Tarbiyatul Aulad berca,,,,-7.03984999978,113.46739
madrasah,madrasah,MI Swasta,MI al falah,,,,-7.86140000001,112.12657
madrasah,madrasah,MTs Swasta,MTsS. Al-Masudiyah,,,,-7.16178000005,113.02612
madrasah,madrasah,MA Swasta,batas3,,,,-7.13144000026,111.93229
madrasah,madrasah,MA Swasta,SMA Al-Waritsin Berca,,,,-7.03990999985,113.46748
madrasah,madrasah,MTs Swasta,MTs. Tarbiyatul Wathon,,,,-6.88650000027,112.45346
madrasah,madrasah,MI Negeri,MI AL-ISHLAH MAYANG,,,,-8.17710000036,113.79803
madrasah,madrasah,MI Swasta,MI al-husain,,,,-6.88587999956,111.981
madrasah,madrasah,MTs Swasta,MTS AL-ISHLAM MAYANG,,,,-8.17700000025,113.79804
madrasah,madrasah,MI Swasta,MI MIFTAHUL JANNAH,,,,-7.90109999977,113.48721
madrasah,madrasah,MI Swasta,MI Al-Ikhwan,,,,-7.06697000037,113.64075
madrasah,madrasah,MI Swasta,MI SWASTA,,,,-6.89765999961,112.19754
madrasah,madrasah,MI Swasta,SEKOLAH SUNAN GIRI 01,,,,-8.17366000001,112.37208
madrasah,madrasah,MI Swasta,MI Mahwil ummiyah,,,,-6.9565199998,114.10822
madrasah,madrasah,MI Swasta,MI IHYAUL ULUM,,,,-7.89395999965,113.47555
madrasah,madrasah,MI Swasta,MI AL HIDAYAT,,,,-7.03812000004,112.58352
madrasah,madrasah,MI Swasta,MI SUNAN AMPEL,,,,-7.52750999989,112.6346
madrasah,madrasah,MTs Swasta,Mts mahwil ummiyah,,,,-6.95645000017,114.1082
madrasah,madrasah,MTs Swasta,MTS,,,,-8.07085000013,112.70449
madrasah,madrasah,MI Swasta,MI BUSTANUL ULUM KOPOK,,,,-6.93831999957,113.4037
madrasah,madrasah,MI Swasta,MI nahdlatun nasyiin IV,,,,-7.04573000024,113.46627
madrasah,madrasah,MI Swasta,MI NURUL HIKMAH,,,,-6.87991999991,113.94244
madrasah,madrasah,MI Swasta,gedung MI Roudlotul Ulum,,,,-7.21986000024,112.50015
madrasah,madrasah,MTs Swasta,MTs miftahul ulum 2,,,,-7.03155999969,113.43616
madrasah,madrasah,MTs Swasta,Sekolahan,,,,-7.38931000026,112.57744
madrasah,madrasah,MTs Swasta,mts nahdlatun nasyiin IV,,,,-7.04516000003,113.46637
madrasah,madrasah,MA Swasta,MA mahwil ummiyah,,,,-6.95633999959,114.10838
madrasah,madrasah,MA Swasta,SMA Nahdlatun nasyiin IV,,,,-7.04505000036,113.46641
madrasah,madrasah,MA Swasta,MA,,,,-6.93287000005,113.41843
madrasah,madrasah,MI Swasta,SD MUHAMMADIYAH 26 RT 01 RW 02,,,,-7.29049000001,112.80012
madrasah,madrasah,MI Swasta,MI. Nurul Huda,,,,-6.87053999992,115.27185
madrasah,madrasah,MI Swasta,MI AL HIKMAH,,,,-8.43914999977,114.23094
madrasah,madrasah,MI Swasta,MI muhammadiyah 6 gedangan,,,,-7.49355000043,112.31121
madrasah,madrasah,MTs Swasta,MTS ARRAOUDLA,,,,-7.14330999996,112.48626
madrasah,madrasah,MA Swasta,MA ARRAOUDLA,,,,-7.14337999959,112.48625
madrasah,madrasah,MI Swasta,MI BUSTANUL ULUM,,,,-7.14265999966,112.48247
madrasah,madrasah,MI Swasta,batas 6,,,,-7.30672000023,112.7543
madrasah,madrasah,MI Swasta,sekolah An Najiyah,,,,-7.30678999986,112.75427
madrasah,madrasah,MI Swasta,sekolah An Najiyah,,,,-7.30662999967,112.75433
madrasah,madrasah,MI Swasta,MI PSM salak,,,,-7.42453999982,111.34005
madrasah,madrasah,MTs Swasta,bts 7,,,,-7.30664000014,112.75397
madrasah,madrasah,MI Swasta,MI AL-ISLAMIYAH NURUL HUDA,,,,-7.78275999957,113.15418
madrasah,madrasah,MI Swasta,MI AL ISLAH,,,,-6.94676999984,113.4187
madrasah,madrasah,MI Swasta,MI NURUL HIDAYAH,,,,-6.94808999955,113.41128
madrasah,madrasah,MI Swasta,MI Al-Fattah,,,,-7.75274000015,114.18206
madrasah,madrasah,MTs Swasta,MTS Hasyim Asy`ari,,,,-7.96117999956,112.71806
madrasah,madrasah,MI Swasta,Sekolahan,,,,-7.14047999985,111.93016
madrasah,madrasah,MI Swasta,Mi Fathul Ulum,,,,-7.23895000014,111.91234
madrasah,madrasah,MTs Swasta,Sekolahan,,,,-7.14068999964,111.93016
madrasah,madrasah,MTs Swasta,infrastruktur,,,,-7.30210999988,112.7294
madrasah,madrasah,MI Negeri,min bendo,,,,-7.46367999983,111.39396
madrasah,madrasah,MI Swasta,MIS minhajut thullab,,,,-7.76594999959,111.55676
madrasah,madrasah,MI Swasta,MI Raudlatul Ulum,,,,-7.77347000014,113.6605
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-5.7512999998,112.64085
madrasah,madrasah,MI Swasta,Madrasah  Al-ishaqiyah,,,,-6.94301999957,112.84044
madrasah,madrasah,MI Swasta,MI Misbahul Ulum,,,,-8.0591700002,113.76968
madrasah,madrasah,MI Swasta,MI Sal Syaf PI,,,,-7.7517399999,114.27608
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL ULUM,,,,-5.75154000007,112.64118
madrasah,madrasah,MTs Swasta,MTS Sal  Syaf PI,,,,-7.75163000022,114.27592
madrasah,madrasah,MTs Swasta,MTs.MAMBAUL HIKMAH,,,,-6.96856000014,113.81012
madrasah,madrasah,MA Swasta,MA MIFTAHUL ULUM,,,,-5.75158999968,112.6413
madrasah,madrasah,MA Swasta,MA MAMBAUL HIKMAH,,,,-6.96893000012,113.80936
madrasah,madrasah,MI Swasta,Madrasah  Al-Wahidiyah,,,,-6.94801000036,112.83734
madrasah,madrasah,MI Swasta,MI DARUL HIKMAH(10008),,,,-7.61648000005,112.46291
madrasah,madrasah,MTs Swasta,SMP  Islam Sabilillah,,,,-7.92831000001,112.63112
madrasah,madrasah,MI Swasta,MI MAMBAUL ULUM,,,,-7.49269000034,112.39303
madrasah,madrasah,MI Swasta,bangunan  sekolahan,,,,-7.0966500003,112.14336
madrasah,madrasah,MI Swasta,MI Tanwirul Qulub YPPMU,,,,-6.97055999974,112.39779
madrasah,madrasah,MI Swasta,MI Ma`arif Tanwirul Qulub,,,,-6.97036000041,112.39732
madrasah,madrasah,MI Swasta,MI Hidayatul muflihin,,,,-7.56582999985,112.53546
madrasah,madrasah,MTs Swasta,Mts Ma`arif Tanwirul Qulub,,,,-6.97032000037,112.39742
madrasah,madrasah,MA Swasta,MA Tanwirul Qulub YPPMU,,,,-6.97057999977,112.39757
madrasah,madrasah,MI Swasta,MI Muhammadiyah,,,,-7.49532999978,111.30728
madrasah,madrasah,MTs Swasta,MTs Al-Barokah,,,,-7.7713500004,113.69433
madrasah,madrasah,MI Swasta,MI yaspi 2 ketanggung,,,,-7.47808999975,111.138
madrasah,madrasah,MI Swasta,MI NURUL JADID,,,,-7.87952000015,113.15939
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.66372000038,111.27745
madrasah,madrasah,MI Swasta,Batas Rt 03/02,,,,-7.55382999955,112.69836
madrasah,madrasah,MTs Swasta,mts.pacet,,,,-7.66701000011,112.53713
madrasah,madrasah,MA Swasta,MA.pacet,,,,-7.66703000013,112.5371
madrasah,madrasah,MI Swasta,MI,,,,-7.86726000045,112.02623
madrasah,madrasah,MI Swasta,MI,,,,-8.07153999957,113.33383
madrasah,madrasah,MI Swasta,MI Nahdlatuth Thalabah,,,,-8.34547000004,113.57912
madrasah,madrasah,MI Swasta,MI AR-RAUDHAH,,,,-7.82539000045,112.69828
madrasah,madrasah,MI Swasta,MI NURUL HIKMAH,,,,-7.87344999992,113.17826
madrasah,madrasah,MI Swasta,MI DARUL ULUM,,,,-7.87197000002,113.18305
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-8.13076999974,113.36655
madrasah,madrasah,MTs Swasta,MTs,,,,-7.50326999991,111.50649
madrasah,madrasah,MI Swasta,sekolah MI Ypsm punjul rt 03 rw 02,,,,-7.84717999986,112.15963
madrasah,madrasah,MI Swasta,MI,,,,-7.68447999995,112.25476
madrasah,madrasah,MI Swasta,MI,,,,-7.68447999995,112.25463
madrasah,madrasah,MI Swasta,insfrastruktur,,,,-7.42628000002,111.32406
madrasah,madrasah,MI Swasta,GEDUNG MI,,,,-7.04583999992,112.41585
madrasah,madrasah,MTs Swasta,mts mekar agung,,,,-7.74623999988,111.49532
madrasah,madrasah,MA Swasta,Ma Mekar agung,,,,-7.74609999972,111.49542
madrasah,madrasah,MA Swasta,Ma Badii` usamsy,,,,-7.75128000027,111.49557
madrasah,madrasah,MI Negeri,sekolah MI MIFTAHUL HUDA,,,,-7.86979999977,113.26617
madrasah,madrasah,MI Negeri,MI Negeri,,,,-7.49885999979,111.50172
madrasah,madrasah,MI Negeri,MI Negeri,,,,-7.49569999976,111.50349
madrasah,madrasah,MI Swasta,MI AR-ROHMAH,,,,-7.55437000018,112.3474
madrasah,madrasah,MI Swasta,batas 7,,,,-8.00386000004,112.06276
madrasah,madrasah,MI Swasta,SEKOLAH,,,,-7.68257000001,112.8924
madrasah,madrasah,MTs Swasta,MTs. AL-HIDAYAH,,,,-7.15030000034,114.60139
madrasah,madrasah,MI Swasta,MI BUBAKAN,,,,-8.12719000012,111.276
madrasah,madrasah,MI Swasta,MI,,,,-7.0310899996,112.77856
madrasah,madrasah,MI Swasta,STK AL-MUBAROK,,,,-7.39015999988,112.55825
madrasah,madrasah,MI Swasta,MI AL-HIDAYAH Banjarsari,,,,-7.17633000013,112.58208
madrasah,madrasah,MI Swasta,MI,,,,-8.11547000014,113.26405
madrasah,madrasah,MTs Swasta,MTs Baitur Rahman,,,,-8.2446999998,113.64691
madrasah,madrasah,MTs Swasta,Mts Chairuddiniyah,,,,-7.03116000013,112.77851
madrasah,madrasah,MA Swasta,MA Roudhotul Hikmah,,,,-7.17740999957,112.58134
madrasah,madrasah,MI Negeri,MI,,,,-7.87972999994,113.26915
madrasah,madrasah,MI Swasta,MI NURUL HUDA,,,,-7.96525999975,112.13166
madrasah,madrasah,MI Swasta,MI NURUL FATAH,,,,-8.29296999997,113.98574
madrasah,madrasah,MI Swasta,MI PSM KEDUNGPUTRI,,,,-7.47816999985,111.38393
madrasah,madrasah,MI Swasta,MI Miftahul Ulum,,,,-7.03368999989,112.22716
madrasah,madrasah,MTs Swasta,MTS Al Hidayah,,,,-7.96547000044,112.13204
madrasah,madrasah,MTs Swasta,Mts Miftahul Ulum,,,,-7.03370000035,112.22724
madrasah,madrasah,MI Swasta,MI Nurul Huda,,,,-7.70662999977,113.96021
madrasah,madrasah,MTs Swasta,Madrasah Tsanawiyah Nurul Huda,,,,-7.70666999982,113.96009
madrasah,madrasah,MA Swasta,Madrasah Aliyah Nurul Huda,,,,-7.70656999971,113.96009
madrasah,madrasah,MI Swasta,mi badii`usy syamsi,,,,-7.75188999962,111.49572
madrasah,madrasah,MI Swasta,MI Salafiyah Mandirejo,,,,-6.88515000007,111.98823
madrasah,madrasah,MI Swasta,Mi madinatul ulum,,,,-7.51162000006,112.23065
madrasah,madrasah,MI Swasta,YPI AL-ICHSAN,,,,-7.21245999983,112.76995
madrasah,madrasah,MA Swasta,madrasah aliyah,,,,-7.60681000018,112.23934
madrasah,madrasah,MI Swasta,10008,,,,-7.1567799997,112.80003
madrasah,madrasah,MI Swasta,madrasah ibtidaiyyah darul ulum,,,,-7.06769000029,113.15161
madrasah,madrasah,MTs Swasta,10012,,,,-7.15595999965,112.80041
madrasah,madrasah,MA Swasta,10016,,,,-7.15595000009,112.80043
madrasah,madrasah,MA Swasta,MADRASAH ALIYAH MASALEMBU,,,,-5.56848999971,114.41278
madrasah,madrasah,MI Swasta,MI Darussalam Barang,,,,-8.22400999986,111.47591
madrasah,madrasah,MI Swasta,yayasan,,,,-7.2727799999,112.70278
madrasah,madrasah,MI Swasta,MI,,,,-8.00406000027,112.0628
madrasah,madrasah,MI Swasta,MI,,,,-8.00180999993,113.27987
madrasah,madrasah,MI Swasta,MI DDI alas jaya,,,,-5.06312999995,114.60183
madrasah,madrasah,MI Swasta,Yayasan baitus saadah,,,,-7.70223000011,112.94484
madrasah,madrasah,MI Swasta,MI AL-MUTTAQIN,,,,-7.53415999988,112.07459
madrasah,madrasah,MTs Negeri,MTS ISLAMIYAH SONGGON,,,,-8.23262000031,114.19838
madrasah,madrasah,MTs Swasta,MTS Darut Tauhid,,,,-7.35577999995,112.57729
madrasah,madrasah,MTs Swasta,MTS  TERPADU  NURUL HUDA,,,,-8.13261000005,111.27257
madrasah,madrasah,MTs Swasta,Miftahul amin,,,,-7.07526000045,113.29353
madrasah,madrasah,MA Swasta,sekolah MA.AL-ISLAMY sedati,,,,-7.54583000025,112.61272
madrasah,madrasah,MI Swasta,MI Raden Fatah,,,,-7.38180999973,112.30764
madrasah,madrasah,MTs Swasta,Madrasah Tsanawiyah (MTS),,,,-7.13419000027,113.52668
madrasah,madrasah,MI Swasta,MI Tarbiyatus Shibyan,,,,-6.94194999969,113.29308
madrasah,madrasah,MI Swasta,MI RAUDATUL MUSTAKIM,,,,-6.94588999972,113.29421
madrasah,madrasah,MI Swasta,mi darul ulum,,,,-6.94791000025,113.29097
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM l,,,,-7.78205000011,112.89427
madrasah,madrasah,MI Swasta,MI Nurul Huda,,,,-6.93886999975,113.29236
madrasah,madrasah,MI Swasta,MI Margorejo,,,,-6.89085000033,111.87967
madrasah,madrasah,MI Swasta,sekolah,,,,-7.49341000027,112.32045
madrasah,madrasah,MI Swasta,MI Muhammadiyah 5 Jombang,,,,-7.56184999978,112.34425
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM II,,,,-7.76743000039,112.89879
madrasah,madrasah,MI Swasta,MI TARBIYATUL ATFAL,,,,-8.2990400002,114.10243
madrasah,madrasah,MI Swasta,madrasah,,,,-7.02523000006,112.74638
madrasah,madrasah,MI Swasta,MI AL ISLAM BEDINGIN,,,,-7.14936000016,112.24759
madrasah,madrasah,MA Swasta,MADRASAH ALIYAH UNGGULAN,,,,-8.29738999965,114.10643
madrasah,madrasah,MI Swasta,MI,,,,-7.8982600001,113.45486
madrasah,madrasah,MI Swasta,sekolah,,,,-6.88607999979,113.75603
madrasah,madrasah,MI Swasta,MI,,,,-8.02276999974,112.28535
madrasah,madrasah,MI Swasta,Infrastruktur,,,,-8.19681000008,112.02388
madrasah,madrasah,MI Swasta,Madrasah Al-Ihsani,,,,-7.03331000036,113.02289
madrasah,madrasah,MI Swasta,MI Darussalam,,,,-7.02679999962,113.02427
madrasah,madrasah,MTs Negeri,Infrastruktur,,,,-8.19824999994,112.02373
madrasah,madrasah,MTs Swasta,MTs Zainul Hasan,,,,-7.77858000017,112.14182
madrasah,madrasah,MTs Swasta,MTs nurul iman,,,,-8.27433999969,114.35491
madrasah,madrasah,MA Swasta,MA Zainul Hasan,,,,-7.77864000024,112.14185
madrasah,madrasah,MI Swasta,MI miftakhul ulum,,,,-7.5665200002,112.39241
madrasah,madrasah,MI Swasta,MI Attofiqiyah,,,,-7.02519000002,113.00832
madrasah,madrasah,MI Swasta,MI MATHALIBUL ULUM,,,,-6.89332000002,113.93329
