id,nama,tipe_kode,wkt_polygon
aplicares_42,KLINIK AL-MANAR UNMUH PONOROGO,B,"POLYGON((111.464571 -7.861145, 111.464665 -7.86365, 111.4647 -7.86414, 111.465249 -7.868744, 111.467164 -7.871827, 111.468837 -7.873517, 111.47332 -7.878811, 111.475282 -7.880541, 111.476997 -7.881967, 111.482726 -7.884242, 111.486778 -7.891957, 111.486829 -7.892239, 111.48828 -7.893431, 111.490388 -7.894349, 111.491587 -7.894061, 111.496698 -7.891379, 111.502804 -7.888461, 111.505428 -7.885995, 111.510471 -7.882667, 111.514064 -7.882893, 111.517148 -7.882153, 111.517565 -7.878577, 111.5221 -7.871399, 111.524667 -7.870525, 111.528615 -7.864187, 111.528771 -7.861818, 111.527859 -7.86151, 111.527414 -7.86139, 111.52688 -7.861307, 111.52617 -7.861264, 111.524561 -7.861301, 111.521979 -7.861301, 111.521654 -7.861292, 111.520136 -7.861048, 111.515682 -7.854543, 111.511602 -7.848074, 111.510631 -7.845772, 111.506971 -7.840823, 111.503459 -7.840031, 111.497496 -7.837932, 111.495359 -7.83591, 111.493878 -7.834791, 111.49363 -7.834807, 111.491938 -7.836404, 111.491944 -7.83665, 111.49017 -7.842195, 111.48333 -7.841832, 111.482799 -7.841668, 111.482565 -7.841694, 111.479577 -7.844449, 111.477564 -7.846716, 111.473193 -7.852314, 111.470635 -7.853693, 111.468081 -7.856604, 111.464624 -7.860863, 111.464571 -7.861145))"
aplicares_43,NGABAR CLINIC,B,"POLYGON((111.450522 -7.904297, 111.451127 -7.911743, 111.45111 -7.91193, 111.451058 -7.912492, 111.451104 -7.914224, 111.45174 -7.919205, 111.450979 -7.923601, 111.454165 -7.927997, 111.45444 -7.928042, 111.460417 -7.932824, 111.460747 -7.934685, 111.467511 -7.938878, 111.471249 -7.942308, 111.474618 -7.943577, 111.481509 -7.94264, 111.48409 -7.941878, 111.487563 -7.939429, 111.490642 -7.937278, 111.492887 -7.935456, 111.499407 -7.930121, 111.500737 -7.928923, 111.501361 -7.927314, 111.503335 -7.922106, 111.503736 -7.918529, 111.500618 -7.915354, 111.498542 -7.912843, 111.496545 -7.911311, 111.492617 -7.904543, 111.492713 -7.902368, 111.492762 -7.902047, 111.490336 -7.898419, 111.487867 -7.8972, 111.486982 -7.896888, 111.486743 -7.896879, 111.486562 -7.896884, 111.484126 -7.899161, 111.483519 -7.900349, 111.479994 -7.903841, 111.471527 -7.903063, 111.470615 -7.900659, 111.468469 -7.895886, 111.468408 -7.895515, 111.468213 -7.894855, 111.46753 -7.891987, 111.467496 -7.891493, 111.465615 -7.890436, 111.465437 -7.890335, 111.465366 -7.89035, 111.459998 -7.89342, 111.460043 -7.894419, 111.453944 -7.900362, 111.453214 -7.900515, 111.450933 -7.900721, 111.449923 -7.901407, 111.449566 -7.902043, 111.450522 -7.904297))"
aplicares_44,KLINIK BERKAH PRIMA MEDIKA,B,"POLYGON((111.4646 -7.915742, 111.465512 -7.918741, 111.467049 -7.92587, 111.466494 -7.928758, 111.466477 -7.928977, 111.468409 -7.933035, 111.472153 -7.939907, 111.475523 -7.941172, 111.4821 -7.94262, 111.483939 -7.947758, 111.488102 -7.949287, 111.491994 -7.949864, 111.493864 -7.948638, 111.496761 -7.946748, 111.498116 -7.943227, 111.498479 -7.942674, 111.498562 -7.942136, 111.498664 -7.940251, 111.50337 -7.93445, 111.506803 -7.934549, 111.511339 -7.939752, 111.514933 -7.93996, 111.517733 -7.937539, 111.523179 -7.932827, 111.523196 -7.932411, 111.521939 -7.93051, 111.519798 -7.923995, 111.520197 -7.920417, 111.520122 -7.917043, 111.518546 -7.915302, 111.515405 -7.91256, 111.511293 -7.908991, 111.50813 -7.905771, 111.501347 -7.903857, 111.498885 -7.903479, 111.498318 -7.903418, 111.491686 -7.904183, 111.48768 -7.90056, 111.487491 -7.900538, 111.485622 -7.901606, 111.482825 -7.903853, 111.482833 -7.907453, 111.483504 -7.913248, 111.474867 -7.913727, 111.473079 -7.913435, 111.469489 -7.913163, 111.466362 -7.913402, 111.466255 -7.913405, 111.464569 -7.915641, 111.4646 -7.915742))"
aplicares_45,KLINIK DARUL FALAH ,B,"POLYGON((111.401386 -7.834649, 111.404521 -7.838329, 111.40588 -7.840534, 111.406314 -7.848803, 111.410287 -7.853499, 111.411903 -7.855425, 111.417799 -7.862024, 111.419675 -7.863379, 111.420313 -7.863383, 111.421484 -7.861762, 111.42646 -7.855137, 111.428312 -7.854774, 111.435472 -7.851627, 111.440423 -7.856005, 111.440768 -7.856509, 111.444363 -7.856318, 111.446872 -7.854207, 111.450814 -7.850049, 111.452341 -7.848239, 111.453093 -7.843646, 111.455211 -7.83603, 111.455166 -7.835518, 111.453797 -7.833722, 111.45235 -7.832243, 111.449822 -7.83105, 111.445436 -7.825732, 111.446275 -7.821176, 111.446248 -7.820428, 111.446002 -7.815259, 111.444592 -7.813071, 111.4427 -7.810989, 111.438246 -7.807348, 111.437411 -7.807125, 111.436317 -7.807736, 111.436063 -7.808554, 111.435376 -7.810699, 111.435256 -7.811228, 111.435189 -7.811777, 111.435163 -7.812452, 111.428589 -7.816796, 111.425969 -7.813606, 111.422372 -7.813761, 111.417024 -7.81755, 111.413472 -7.818134, 111.411148 -7.818971, 111.409168 -7.82026, 111.404186 -7.825558, 111.400723 -7.833839, 111.401386 -7.834649))"
aplicares_46,KLINIK ALANA,B,"POLYGON((111.377996 -7.875514, 111.377997 -7.875752, 111.37946 -7.87753, 111.381506 -7.879165, 111.387013 -7.883299, 111.388054 -7.88672, 111.389503 -7.88903, 111.392147 -7.892116, 111.395412 -7.895857, 111.397051 -7.897166, 111.402059 -7.901724, 111.405895 -7.906261, 111.409495 -7.906278, 111.412994 -7.903074, 111.416083 -7.899942, 111.41991 -7.8963, 111.426014 -7.891502, 111.429789 -7.886652, 111.432306 -7.882006, 111.432785 -7.881216, 111.438334 -7.874409, 111.439393 -7.870153, 111.439439 -7.86946, 111.436412 -7.863745, 111.435064 -7.862479, 111.429792 -7.856565, 111.428434 -7.855344, 111.422537 -7.84977, 111.421651 -7.848801, 111.421052 -7.848555, 111.420188 -7.848483, 111.41677 -7.848521, 111.416002 -7.848453, 111.409469 -7.845731, 111.407432 -7.843266, 111.403833 -7.843207, 111.398556 -7.846963, 111.39509 -7.849403, 111.391572 -7.852554, 111.390675 -7.854139, 111.390659 -7.854237, 111.390969 -7.857299, 111.391681 -7.85865, 111.388401 -7.866234, 111.385986 -7.866502, 111.383257 -7.866846, 111.381461 -7.866725, 111.381082 -7.867038, 111.379847 -7.868254, 111.377996 -7.875514))"
aplicares_47,KLINIK PANGESTU,B,"POLYGON((111.447582 -7.829034, 111.447742 -7.833343, 111.448983 -7.839519, 111.451406 -7.839475, 111.455902 -7.845633, 111.455839 -7.851643, 111.455934 -7.852168, 111.457338 -7.853125, 111.460893 -7.855519, 111.464383 -7.859439, 111.464489 -7.859597, 111.465487 -7.860343, 111.468343 -7.861997, 111.4687 -7.861959, 111.47105 -7.860909, 111.471737 -7.86019, 111.47268 -7.859203, 111.473615 -7.858275, 111.482185 -7.855658, 111.482898 -7.855636, 111.488003 -7.852079, 111.494049 -7.847185, 111.495375 -7.846223, 111.496054 -7.843732, 111.501817 -7.837022, 111.508177 -7.835597, 111.508276 -7.835162, 111.50482 -7.830637, 111.500233 -7.824393, 111.499669 -7.822329, 111.498483 -7.820064, 111.497217 -7.819845, 111.496323 -7.819703, 111.495779 -7.81972, 111.488195 -7.824455, 111.487077 -7.824411, 111.480573 -7.820476, 111.480304 -7.816886, 111.475437 -7.811194, 111.472349 -7.808201, 111.470746 -7.806334, 111.469805 -7.806222, 111.466026 -7.807745, 111.463416 -7.810225, 111.459004 -7.815934, 111.453671 -7.819108, 111.45088 -7.824324, 111.447543 -7.827834, 111.447582 -7.829034))"
aplicares_48,KLINIK AMALIA HUSADA,B,"POLYGON((111.525951 -7.823248, 111.523636 -7.828873, 111.523848 -7.829677, 111.5256 -7.831462, 111.529135 -7.830783, 111.534478 -7.836332, 111.534521 -7.836883, 111.5402 -7.837353, 111.547621 -7.838055, 111.548006 -7.838076, 111.548029 -7.838064, 111.553265 -7.834231, 111.556765 -7.835136, 111.562781 -7.838781, 111.563216 -7.839174, 111.564054 -7.839702, 111.564559 -7.83998, 111.564989 -7.840155, 111.565442 -7.840278, 111.565817 -7.840343, 111.566434 -7.836796, 111.574584 -7.834594, 111.575257 -7.8347, 111.5785 -7.835892, 111.578738 -7.835972, 111.579341 -7.835539, 111.580762 -7.833569, 111.580738 -7.832221, 111.582257 -7.823444, 111.581842 -7.819868, 111.583997 -7.813676, 111.58602 -7.811788, 111.586662 -7.810376, 111.5867 -7.810151, 111.585716 -7.808201, 111.577932 -7.80473, 111.574994 -7.804317, 111.566185 -7.803941, 111.562758 -7.801566, 111.562517 -7.801525, 111.560418 -7.802955, 111.552169 -7.805567, 111.551059 -7.80476, 111.550484 -7.804399, 111.550107 -7.804209, 111.549619 -7.804019, 111.542535 -7.800148, 111.540421 -7.799906, 111.538128 -7.801551, 111.5374 -7.802702, 111.537231 -7.806298, 111.531095 -7.812552, 111.528158 -7.814774, 111.525951 -7.823248))"
aplicares_54,RS MUSLIMAT,R,"POLYGON((111.447439 -7.877213, 111.44985 -7.884347, 111.450473 -7.885322, 111.453783 -7.887752, 111.45994 -7.892123, 111.460071 -7.895297, 111.460082 -7.896353, 111.46229 -7.897157, 111.462876 -7.897209, 111.470751 -7.896721, 111.4725 -7.896533, 111.47943 -7.899703, 111.485011 -7.900927, 111.485216 -7.900912, 111.488103 -7.897715, 111.490107 -7.893433, 111.49498 -7.886777, 111.496441 -7.885617, 111.500078 -7.882185, 111.50414 -7.877765, 111.504151 -7.877468, 111.502625 -7.875594, 111.497327 -7.868658, 111.492426 -7.863067, 111.489296 -7.860857, 111.486302 -7.85536, 111.485067 -7.854077, 111.48008 -7.85246, 111.476798 -7.852208, 111.476369 -7.852182, 111.468571 -7.854494, 111.467389 -7.854307, 111.460239 -7.85729, 111.458817 -7.8587, 111.456491 -7.86139, 111.455509 -7.862573, 111.448622 -7.867514, 111.447102 -7.869027, 111.447439 -7.877213))"
aplicares_55,RSU MUHAMMADIYAH PONOROGO,R,"POLYGON((111.431514 -7.864742, 111.432385 -7.86749, 111.43285 -7.867939, 111.435705 -7.871933, 111.436187 -7.876703, 111.436823 -7.878446, 111.439204 -7.880513, 111.442294 -7.881854, 111.447103 -7.88707, 111.450365 -7.888593, 111.457018 -7.888121, 111.45994 -7.892123, 111.460083 -7.896591, 111.460083 -7.896611, 111.460989 -7.898308, 111.461653 -7.898393, 111.463093 -7.897406, 111.467009 -7.894506, 111.467366 -7.894075, 111.467637 -7.893272, 111.46754 -7.892024, 111.467486 -7.891348, 111.467483 -7.890452, 111.467493 -7.889631, 111.471143 -7.882659, 111.475472 -7.884664, 111.476757 -7.88591, 111.477202 -7.886038, 111.477537 -7.8858, 111.47907 -7.884544, 111.482826 -7.881277, 111.484595 -7.879239, 111.489737 -7.872106, 111.490588 -7.870731, 111.490609 -7.870521, 111.490644 -7.864032, 111.490634 -7.863792, 111.48917 -7.856594, 111.486392 -7.853635, 111.480025 -7.848697, 111.477962 -7.847157, 111.474925 -7.845106, 111.470541 -7.843567, 111.462892 -7.839751, 111.462224 -7.839757, 111.456962 -7.841272, 111.454773 -7.842194, 111.453181 -7.845087, 111.450755 -7.852395, 111.44432 -7.854493, 111.44072 -7.854452, 111.440712 -7.854811, 111.44071 -7.85535, 111.440778 -7.856701, 111.439387 -7.86108, 111.433368 -7.862918, 111.432803 -7.862901, 111.431513 -7.864653, 111.431514 -7.864742))"
aplicares_56,RS YASYFIN DARUSSALAM GONTOR,R,"POLYGON((111.465939 -7.920126, 111.468506 -7.923572, 111.470776 -7.930189, 111.471438 -7.931387, 111.473913 -7.935177, 111.478796 -7.939095, 111.483836 -7.943988, 111.484183 -7.944175, 111.484963 -7.944494, 111.491349 -7.945993, 111.500129 -7.947786, 111.500144 -7.947787, 111.501033 -7.947239, 111.502178 -7.945154, 111.511032 -7.945061, 111.514626 -7.945269, 111.518845 -7.942389, 111.524632 -7.936728, 111.526279 -7.934939, 111.526271 -7.934758, 111.525308 -7.929023, 111.527229 -7.924834, 111.527623 -7.921256, 111.525446 -7.915687, 111.524493 -7.912215, 111.522708 -7.910515, 111.522537 -7.910428, 111.522133 -7.910269, 111.514992 -7.904895, 111.513386 -7.905092, 111.506241 -7.90744, 111.500416 -7.903991, 111.499698 -7.903694, 111.498885 -7.903479, 111.498318 -7.903418, 111.490038 -7.904255, 111.488785 -7.90409, 111.484559 -7.905224, 111.479128 -7.911467, 111.474081 -7.913616, 111.469953 -7.915958, 111.46729 -7.918408, 111.465939 -7.920125, 111.465939 -7.920126))"
aplicares_57,RSUD BANTARANGIN,R,"POLYGON((111.37606 -7.871218, 111.376578 -7.874125, 111.37939 -7.876372, 111.381865 -7.877482, 111.382205 -7.877553, 111.383039 -7.877653, 111.385983 -7.878455, 111.391585 -7.882223, 111.394143 -7.888578, 111.398986 -7.892822, 111.399415 -7.892847, 111.405514 -7.89905, 111.406937 -7.90052, 111.407619 -7.90055, 111.4095 -7.899419, 111.409741 -7.89927, 111.411495 -7.897628, 111.41754 -7.892632, 111.422473 -7.88582, 111.426065 -7.885582, 111.427486 -7.883277, 111.431915 -7.87666, 111.439264 -7.872265, 111.439343 -7.872219, 111.442091 -7.870033, 111.442137 -7.869609, 111.442347 -7.867129, 111.44219 -7.863533, 111.436842 -7.859783, 111.434233 -7.855154, 111.429076 -7.849548, 111.423035 -7.844581, 111.422055 -7.844445, 111.413686 -7.844912, 111.407524 -7.83872, 111.407566 -7.837208, 111.407567 -7.837195, 111.404648 -7.836571, 111.399046 -7.840561, 111.396244 -7.84282, 111.392505 -7.846827, 111.386462 -7.851757, 111.386403 -7.851806, 111.38632 -7.852285, 111.386107 -7.85534, 111.381802 -7.862278, 111.377395 -7.865133, 111.375663 -7.86764, 111.37606 -7.871218))"
aplicares_67,Poskes 05.10.04 Trenggalek,B,"POLYGON((111.682978 -8.061676, 111.684602 -8.063926, 111.690736 -8.069821, 111.696571 -8.074895, 111.697795 -8.076729, 111.701981 -8.07941, 111.706651 -8.081601, 111.70786 -8.081765, 111.708602 -8.08186, 111.70879 -8.081743, 111.711599 -8.078627, 111.71577 -8.075828, 111.718968 -8.074173, 111.720376 -8.07108, 111.719177 -8.067685, 111.719354 -8.061496, 111.71939 -8.060865, 111.719295 -8.058952, 111.719201 -8.057121, 111.719053 -8.05468, 111.722559 -8.049855, 111.730519 -8.05326, 111.731717 -8.054775, 111.73268 -8.055687, 111.733381 -8.055753, 111.733419 -8.055757, 111.734197 -8.055848, 111.735292 -8.055196, 111.73856 -8.051929, 111.738641 -8.051573, 111.739073 -8.048252, 111.738137 -8.046495, 111.734896 -8.04208, 111.734524 -8.04201, 111.734356 -8.042037, 111.732487 -8.043177, 111.725397 -8.046413, 111.721152 -8.044775, 111.718656 -8.045246, 111.716997 -8.045293, 111.71686 -8.045285, 111.710456 -8.039327, 111.710591 -8.038417, 111.71175 -8.035283, 111.712556 -8.026362, 111.712584 -8.026208, 111.71271 -8.025524, 111.712288 -8.024214, 111.711688 -8.023368, 111.711341 -8.023065, 111.710545 -8.022648, 111.708424 -8.022562, 111.703611 -8.025522, 111.701745 -8.026916, 111.701736 -8.027191, 111.702517 -8.028952, 111.704013 -8.033715, 111.701493 -8.041496, 111.70152 -8.042135, 111.701587 -8.042655, 111.701734 -8.047398, 111.693798 -8.051072, 111.690412 -8.046334, 111.687239 -8.045055, 111.68454 -8.046177, 111.680317 -8.052037, 111.678293 -8.055013, 111.682978 -8.061676))"
aplicares_68,Polres Trenggalek,B,"POLYGON((111.677361 -8.053538, 111.677754 -8.054645, 111.678 -8.054817, 111.683011 -8.061446, 111.682746 -8.062619, 111.684211 -8.064769, 111.690273 -8.069938, 111.695431 -8.074546, 111.696639 -8.076531, 111.701176 -8.079633, 111.707189 -8.082183, 111.709053 -8.082706, 111.709522 -8.082365, 111.715956 -8.076186, 111.719153 -8.074532, 111.720225 -8.07242, 111.720745 -8.071129, 111.721222 -8.068075, 111.721184 -8.067997, 111.719354 -8.061496, 111.71939 -8.060865, 111.719295 -8.058952, 111.719201 -8.057121, 111.722559 -8.049855, 111.731124 -8.052205, 111.731766 -8.05433, 111.733129 -8.05573, 111.733381 -8.055753, 111.733419 -8.055757, 111.733969 -8.055821, 111.73536 -8.05453, 111.736556 -8.053453, 111.738986 -8.04872, 111.738991 -8.048691, 111.737569 -8.046624, 111.735392 -8.043696, 111.734279 -8.043412, 111.732373 -8.043608, 111.725397 -8.046413, 111.721152 -8.044775, 111.718656 -8.045246, 111.716997 -8.045293, 111.71686 -8.045285, 111.710456 -8.039327, 111.710591 -8.038417, 111.71175 -8.035283, 111.710855 -8.02772, 111.712201 -8.026045, 111.712941 -8.025317, 111.713331 -8.024855, 111.713609 -8.024351, 111.713815 -8.023767, 111.713914 -8.023172, 111.713913 -8.022933, 111.710485 -8.021854, 111.70912 -8.022013, 111.708145 -8.022354, 111.70238 -8.024752, 111.701195 -8.025374, 111.700583 -8.027871, 111.704076 -8.034235, 111.701493 -8.041496, 111.70152 -8.042135, 111.701587 -8.042655, 111.701734 -8.047398, 111.693798 -8.051072, 111.690423 -8.046182, 111.690427 -8.045221, 111.690347 -8.044709, 111.686143 -8.044574, 111.684573 -8.045567, 111.682983 -8.048301, 111.677397 -8.05259, 111.677269 -8.052869, 111.677361 -8.053538))"
aplicares_74,Klinik Aba Husada,B,"POLYGON((111.638866 -8.086342, 111.640562 -8.089583, 111.640798 -8.090006, 111.646516 -8.096221, 111.647213 -8.099174, 111.651629 -8.103567, 111.655227 -8.103452, 111.655116 -8.099958, 111.655041 -8.09761, 111.65697 -8.094593, 111.664749 -8.097795, 111.664679 -8.101394, 111.667937 -8.101897, 111.668105 -8.101931, 111.668183 -8.101905, 111.668226 -8.101828, 111.668435 -8.101416, 111.668207 -8.099967, 111.668177 -8.099635, 111.668145 -8.098652, 111.668103 -8.097274, 111.668091 -8.096681, 111.668082 -8.096224, 111.668074 -8.094622, 111.668266 -8.093302, 111.668386 -8.092624, 111.668476 -8.09212, 111.668555 -8.091718, 111.670845 -8.086876, 111.675994 -8.081608, 111.678581 -8.081555, 111.683948 -8.086276, 111.684175 -8.086971, 111.685152 -8.090596, 111.688704 -8.091182, 111.692502 -8.088826, 111.692802 -8.088403, 111.692903 -8.087896, 111.697577 -8.080606, 111.698288 -8.078243, 111.698285 -8.078211, 111.694966 -8.075074, 111.691929 -8.072588, 111.689215 -8.066492, 111.68803 -8.06506, 111.683271 -8.060476, 111.679842 -8.059379, 111.672161 -8.056128, 111.665836 -8.050427, 111.665608 -8.050365, 111.665519 -8.050343, 111.664182 -8.050048, 111.663373 -8.051652, 111.656433 -8.05552, 111.655834 -8.057256, 111.655597 -8.058155, 111.655451 -8.058983, 111.657099 -8.066207, 111.653044 -8.074165, 111.651322 -8.077173, 111.648923 -8.080282, 111.641798 -8.08367, 111.639563 -8.084892, 111.638866 -8.086314, 111.638866 -8.086342))"
aplicares_75,Klinik Tinspardi,B,"POLYGON((111.719303 -8.092379, 111.719288 -8.092529, 111.720541 -8.094273, 111.724 -8.099734, 111.72373 -8.103324, 111.729762 -8.107952, 111.731458 -8.112996, 111.735942 -8.118013, 111.736099 -8.11816, 111.738415 -8.120146, 111.741148 -8.122513, 111.74282 -8.123263, 111.746171 -8.123337, 111.746932 -8.123179, 111.751359 -8.122128, 111.754949 -8.121213, 111.760467 -8.119526, 111.76671 -8.118515, 111.773508 -8.115217, 111.773907 -8.114998, 111.774833 -8.11187, 111.772466 -8.106524, 111.768787 -8.103594, 111.768513 -8.103342, 111.768156 -8.103073, 111.765768 -8.101292, 111.7614 -8.094308, 111.759701 -8.092018, 111.760731 -8.085153, 111.760529 -8.083213, 111.760315 -8.079894, 111.760345 -8.075222, 111.760411 -8.074024, 111.760247 -8.073527, 111.757761 -8.070223, 111.753434 -8.064604, 111.74637 -8.06327, 111.742093 -8.063379, 111.741665 -8.063424, 111.738953 -8.063926, 111.735115 -8.065346, 111.734444 -8.067652, 111.731106 -8.073941, 111.730772 -8.077526, 111.72662 -8.083178, 111.725004 -8.084929, 111.720312 -8.088576, 111.719303 -8.092379))"
aplicares_76,Klinik Prasetya Husada,B,"POLYGON((111.688203 -8.228459, 111.684887 -8.236567, 111.68473 -8.236891, 111.685066 -8.238006, 111.684271 -8.246295, 111.686027 -8.248995, 111.686387 -8.249015, 111.689944 -8.24605, 111.696498 -8.249665, 111.69562 -8.25659, 111.695413 -8.256837, 111.695198 -8.257095, 111.694904 -8.257507, 111.694402 -8.258112, 111.694561 -8.258435, 111.694657 -8.258388, 111.698458 -8.256386, 111.698587 -8.256306, 111.698683 -8.256198, 111.701925 -8.253564, 111.702048 -8.253484, 111.70212 -8.253373, 111.702877 -8.252151, 111.702926 -8.252003, 111.70349 -8.249611, 111.712363 -8.250516, 111.712591 -8.251218, 111.713722 -8.256685, 111.713686 -8.25685, 111.71374 -8.256974, 111.715922 -8.261846, 111.716092 -8.262462, 111.716464 -8.262961, 111.716571 -8.263093, 111.716928 -8.263144, 111.718238 -8.262387, 111.71833 -8.262062, 111.718421 -8.261714, 111.715674 -8.2557, 111.71542 -8.25313, 111.717038 -8.245874, 111.717093 -8.245518, 111.718598 -8.237519, 111.722208 -8.232795, 111.72228 -8.232694, 111.722542 -8.232086, 111.722805 -8.231477, 111.722958 -8.229565, 111.720534 -8.227278, 111.719402 -8.218938, 111.719185 -8.21865, 111.717814 -8.217776, 111.717474 -8.217656, 111.715507 -8.218424, 111.712123 -8.220734, 111.70735 -8.224421, 111.706333 -8.224965, 111.698862 -8.229157, 111.691156 -8.228021, 111.690345 -8.225926, 111.690324 -8.225819, 111.690276 -8.225726, 111.689546 -8.224158, 111.68926 -8.223743, 111.689182 -8.22363, 111.688683 -8.222912, 111.688229 -8.222261, 111.688145 -8.222158, 111.687963 -8.222057, 111.687832 -8.222063, 111.687595 -8.222142, 111.688203 -8.228459))"
aplicares_77,Klinik Romo Wijoyo,B,"POLYGON((111.682962 -8.134306, 111.681105 -8.142923, 111.683211 -8.1506, 111.681777 -8.154646, 111.680677 -8.158074, 111.679853 -8.161068, 111.679851 -8.161075, 111.680122 -8.162466, 111.680261 -8.162739, 111.683366 -8.166161, 111.686611 -8.16772, 111.687736 -8.16749, 111.693023 -8.165725, 111.694347 -8.163663, 111.702291 -8.160882, 111.702489 -8.160899, 111.703779 -8.160083, 111.703863 -8.159935, 111.704045 -8.157438, 111.704189 -8.154391, 111.704776 -8.148075, 111.703657 -8.1461, 111.701956 -8.138464, 111.704299 -8.136246, 111.706828 -8.13469, 111.715281 -8.13384, 111.718668 -8.132621, 111.721845 -8.129596, 111.721877 -8.123156, 111.721895 -8.120943, 111.721411 -8.119586, 111.71631 -8.117013, 111.709976 -8.11221, 111.709174 -8.110883, 111.70857 -8.110482, 111.707745 -8.111306, 111.706377 -8.112293, 111.705972 -8.112532, 111.703151 -8.114461, 111.697125 -8.109563, 111.697086 -8.108627, 111.693489 -8.108776, 111.691095 -8.112111, 111.689985 -8.118756, 111.689883 -8.119791, 111.689846 -8.1201, 111.689855 -8.120604, 111.689968 -8.12109, 111.687966 -8.127163, 111.684234 -8.128588, 111.683935 -8.129434, 111.682962 -8.134306))"
